,zipcode,salesforceurl,googleplexurl,stanfordurl,incomebyzipcodeurl,walkscoreurl,traveltimetostanford,traveltimetogoogleplex,traveltimetosf,medianhouseholdincome,averagehouseholdincome,percapitaincome,highincomehouseholds,walk,bike,transit,failedwalkscores,conveniencescore,shortest_travel
72,95139,"https://www.google.com/maps/dir/95139/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/95139/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/95139/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/95139,https://www.walkscore.com/CA/95139,31,26,59,135089,148439,46730,23,28,32,30,,32,26
73,95110,"https://www.google.com/maps/dir/95110/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/95110/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/95110/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/95110,https://www.walkscore.com/CA/95110,21,15,48,87634,112562,37655,14,20,48,62,,62,15
74,95136,"https://www.google.com/maps/dir/95136/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/95136/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/95136/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/95136,https://www.walkscore.com/CA/95136,26,20,56,104909,129147,44041,18,58,31,63,,63,20
75,95120,"https://www.google.com/maps/dir/95120/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/95120/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/95120/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/95120,https://www.walkscore.com/CA/95120,39,35,71,185800,217091,72890,48,4,0,2,,4,35
76,95124,"https://www.google.com/maps/dir/95124/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/95124/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/95124/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/95124,https://www.walkscore.com/CA/95124,21,17,53,143425,170138,57798,31,66,31,56,,66,17
77,95125,"https://www.google.com/maps/dir/95125/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/95125/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/95125/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/95125,https://www.walkscore.com/CA/95125,24,19,55,116708,161318,64401,27,53,39,72,,72,19
78,95118,"https://www.google.com/maps/dir/95118/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/95118/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/95118/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/95118,https://www.walkscore.com/CA/95118,23,19,55,107701,138663,49225,22,68,32,69,,69,19
79,95135,"https://www.google.com/maps/dir/95135/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/95135/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/95135/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/95135,https://www.walkscore.com/CA/95135,48,41,75,142531,164386,55729,32,0,0,0,https://www.walkscore.com/CA/95135,0,41
80,95129,"https://www.google.com/maps/dir/95129/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/95129/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/95129/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/95129,https://www.walkscore.com/CA/95129,18,15,51,144333,170495,60422,32,48,38,72,,72,15
81,95132,"https://www.google.com/maps/dir/95132/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/95132/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/95132/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/95132,https://www.walkscore.com/CA/95132,24,18,46,111623,132101,40047,22,0,0,0,https://www.walkscore.com/CA/95132,0,18
82,95111,"https://www.google.com/maps/dir/95111/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/95111/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/95111/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/95111,https://www.walkscore.com/CA/95111,27,20,54,69039,89871,24161,8,66,50,70,,70,20
83,95122,"https://www.google.com/maps/dir/95122/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/95122/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/95122/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/95122,https://www.walkscore.com/CA/95122,24,17,50,73388,90620,21697,8,32,49,41,,49,17
84,95138,"https://www.google.com/maps/dir/95138/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/95138/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/95138/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/95138,https://www.walkscore.com/CA/95138,33,27,61,173286,221429,66825,43,2,0,1,,2,27
85,95008,"https://www.google.com/maps/dir/95008/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/95008/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/95008/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/95008,https://www.walkscore.com/CA/95008,22,19,55,115453,144360,57933,23,61,47,75,,75,19
